passage_id,node_id,numChildren,label,Edge_id,parent_type,Parent_id,parent_edge_id,Terminal,Text,Original Refinement,Refinement2,Comments,Possible Foundational layer disputes,text_reduced,text_reduced1
314,1.54,1,D,1.53->1.54,FN,1.53,1.1->1.53,Not,[D Not] [A [E a] [E single] [C ship] ] [P encountered] [A it],negation,,,,[D][A][P][A],DAPA
316,1.54,1,D,1.53->1.54,FN,1.53,1.1->1.53,Not,[D Not] [A [E a] [C crewman] ] [F was] [S missing] [A [R from] [E his] [C post] ],negation,,,,[D][A][F][S][A],DASA
821,1.22,2,D,1.21->1.22,FN,1.21,1.1->1.21,[E Not] [C once],[D [E Not] [C once] ] [F did] [A he] [P comment] [A [R on] [C [C [E the] [C length] ] [N or] [C [E the] [C hardships] ] ] [E [R of] [E a] [C journey] ] ],negation,,,,[D][F][A][P][A],DAPA
821,1.68,2,D,1.67->1.68,FN,1.67,1.54->1.67,no matter,[D no matter] [D how] [S far off] [A it] [F was],negation,,,,[D][D][S][A][F,DDSA
821,1.113,1,D,1.111->1.113,FN,1.111,1.1->1.111,n't,"[A* he] [S had] [D n't] [A [E a] [C nerve] ... [E [E not] [E [E a] [C sign] [R of] ] [C nerves] ] [U -] [E [E the] [E mental] [C type] ] ] [D in him] [U ,] ... [U ,] [G I mean] [U .]",negation,,,,[A*][S][D][A][D][U][U][G][U,A*SDAD
826,1.89,1,D,1.86->1.89,FN,1.86,1.85->1.86,n't,[A We] [D have] [D n't] [T [E a] [C moment] ] [F to] [P lose],negation,,,,[A][D][D][T][F][P],ADDP
826,1.128,1,D,1.126->1.128,FN,1.126,1.85->1.126,n't,"[A* you] [A* [C [E my] [E traveling] [C kit] ] [U ,] [C [E my] [C suits] ] [U ,] [C [E* my] [C shirts] ] [U ,] [N and] [C [E* my] [C socks] ] ] [U ,] [F do] [D n't] [D bother] [P counting]",negation,,,,[A*][A*][U][F][D][D][P],A*A*DDP
826,1.275,1,D,1.272->1.275,FN,1.272,1.270->1.272,n't,[A we] [F are] [D n't] [P returning] [A [R to] [C Paris] ],negation,,,,[A][F][D][P][A],ADPA
827,1.62,1,D,1.41->1.62,FN,1.41,1.6->1.41,no,"[A [E The] [C author] [E [R of] [E a] [E [E two] [U -] [C volume] ] [C work] [U ,] [E [R in] [C quarto] ] [U ,] [E [R on] [C The Mysteries of the Great Ocean Depths] ] ] ] [F has] [D no] [P excuse] [A [A* author] [R for] [D not] [P setting sail] [A [R with] [E Commander] [C Farragut] ] ]",negation,,,,[A][F][D][P][A],ADPA
827,1.66,1,D,1.64->1.66,FN,1.64,1.41->1.64,not,[A* author] [R for] [D not] [P setting sail] [A [R with] [E Commander] [C Farragut] ],negation,,,,[A*][R][D][P][A],A*DPA
827,1.91,1,D,1.88->1.91,FN,1.88,1.6->1.88,n't,[A We] [F do] [D n't] [P know] [A [A where] [A it] [F will] [P take] [A us] ],negation,,,,[A][F][D][P][A],ADPA
828,1.33,1,D,1.30->1.33,FN,1.3,1.22->1.30,n't,[A I] [F do] [D n't] [D want] [F to] [P hide] [A anything] [A [R from] [C you] ],negation,,,,[A][F][D][D][F][P][A][A],ADDPAA
828,1.56,1,D,1.52->1.56,FN,1.52,1.45->1.52,n't,[R from which] [A people] [F do] [D n't] [T always] [P come back],negation,,,,[R][A][F][D][T][P],ADP
829,1.35,1,D,1.30->1.35,FN,1.3,1.26->1.30,n't,[A [E the] [C lad] ] [F had] [D n't] [P missed] [A [E a] [C thing] ],negation,,,,[A][F][D][P][A],ADPA
835,1.88,1,D,1.86->1.88,FN,1.86,1.1->1.86,not,[A* speed] [D still] [D not] [S enough],negation,,,,[A*][D][D][S],A*DDS
839,1.62,1,D,1.55->1.62,FN,1.55,1.1->1.55,without,[A [E the] [C frigate] ] [D would] [F have] [P gone] [D without] [A me],negation,,,,[A][D][F][P][D][A],ADPDA
840,1.8,1,D,1.3->1.8,FN,1.3,1.1->1.3,n't,"[A [E Commander] [C Farragut] ] [F did] [D n't] [D want] [F to] [P waste] [T [C [E a] [E single] [C day] ] [U ,] [N or] [C [E even] [E a] [E single] [C hour] ] ]",negation,,,,[A][F][D][D][F][P][T],ADDP
880,1.6,1,D,1.57->1.60,FN,1.57,1.1->1.57,n't,[A he] [F did] [D n't] [P allow] [A [A IMPLICIT] [A [E [E the] [C animal] [R 's] ] [C existence] ] [F to] [F be] [P disputed] [A [R aboard] [E his] [C vessel] ] ],negation,,,,[A][F][D][P][A],ADPA
880,1.2,1,D,1.198->1.200,FN,1.198,1.1->1.198,No,[S IMPLICIT] [D No] [A [C middle] [E [R of] [E the] [C road] ] ] [A [R for] [E these] [C two] [U .] ],negation,,,,[S][D][A][A],SDAA
881,1.125,1,D,1.123->1.125,FN,1.123,1.117->1.123,n't,[A* feet] [D could] [D n't] [P hold still] [A [R on] [E the] [C planking] [E [R of] [E the] [C deck] [E below] ] ],negation,,,,[A*][D][D][P][A],A*DDPA
881,1.146,1,D,1.138->1.146,FN,1.138,1.1->1.138,n't,[A [E [E the] [C Abraham Lincoln] [R 's] ] [C stempost] ] [F had] [D n't] [G even] [P cut] [A [E the] [E suspected] [C waters] [E [R of] [E the] [C Pacific] [U .] ] ],negation,,,,[A][F][D][G][P][A],ADPA
883,1.7,1,D,1.2->1.7,FN,1.2,1.1->1.2,n't,"[G As for me] [U ,] [A I] [F did] [D n't] [P lag behind] [A [E the] [C others] ]",negation,,,,[G][U][A][F][D][P][A],ADPA
884,1.33,1,D,1.31->1.33,FN,1.31,1.1->1.31,No,[A IMPLICIT] [D No] [A [E whaling] [C vessel] ] [D could] [F have] [F been] [D better] [S armed],negation,,,,[A][D][A][D][F][F][D][S],ADADDS
885,1.8,1,D,1.3->1.8,FN,1.3,1.1->1.3,n't,[A [E the] [C Abraham Lincoln] ] [F was] [D n't] [S lacking] [A [E [R in] [C means] [R of] ] [C destruction] ],negation,,,,[A][F][D][S][A],ADSA
886,1.2,1,D,1.17->1.20,FN,1.17,1.14->1.17,no,[A* Canadian] [R who] [F had] [D no] [S equal] [A [R in] [E his] [E dangerous] [C trade] ],negation,,,,[A*][R][F][D][S][A],A*DSA
887,1.43,1,D,1.42->1.43,FN,1.42,1.1->1.42,not,[A* he] [D not] [D very] [S sociable],negation,,,,[A*][D][D][S],A*DDS
892,1.3,1,D,1.25->1.30,FN,1.25,1.21->1.25,n't,[R that] [A he] [D flatly] [F did] [D n't] [P believe] [A [R in] [E the] [C unicorn] ],negation,,,,[R][A][D][F][D][P][A],ADDPA
892,1.47,1,D,1.38->1.47,FN,1.38,1.1->1.38,n't,"[D [C alone] [E [R on] [C board] ] ] [U ,] [A he] [F did] [D n't] [P share] [A [E the] [E general] [C conviction] ]",negation,,,,[D][U][A][F][D][P][A],DADPA
894,1.99,1,D,1.100->1.99,FN,1.91,1.89->1.91,without,[R that] [H [A Ned] [D just] [D let] [A me] [P talk] ] [L without] [H [A* Ned] [D* without] [P saying] [D much] [F himself] ],negation,,,,[A*][D*][P][D][F,A*D*PD
898,1.62,1,D,1.56->1.62,FN,1.56,1.4->1.56,n't,[A [C astronomers] [N and] [C geologists] ] [F do] [D n't] [P swallow] [A [E such] [E fairy] [C tales] ],negation,,,,[A][F][D][P][A],ADPA
899,1.109,1,D,1.107->1.109,FN,1.107,1.106->1.107,No,"[A IMPLICIT] [P* Listen] [D No] [U ,] [D no] [U ,] [G professor]",negation,,,,[A][P*][D][U][D][U][G,AP*DD
899,1.111,1,D,1.107->1.111,FN,1.107,1.106->1.107,no,"[A IMPLICIT] [P* Listen] [D No] [U ,] [D no] [U ,] [G professor]",negation,,,,[A][P*][D][U][D][U][G,AP*DD
899,1.192,1,D,1.187->1.192,FN,1.187,1.145->1.187,n't,[A [E The] [C devilfish] ] [F does] [D n't] [S belong] [A [R to] [E [E the] ... [C branch] ] [C vertebrate] ],negation,,,,[A][F][D][S][A],ADSA
901,1.31,1,D,1.27->1.31,FN,1.27,1.23->1.27,n't,[A IMPLICIT] [A* man] [R who] [F does] [D n't] [D want] [F to] [F be] [P convinced] [U .],negation,,,,[A][A*][R][F][D][D][F][F][P][U,AA*DDP
904,1.36,1,D,1.35->1.36,FN,1.35,1.26->1.35,not,[A* You] [P* do] [A* anything] [D not] [A [R in] [C mathematics] ],negation,,,,[A*][P*][A*][D][A],A*P*A*DA
904,1.96,1,D,1.87->1.96,FN,1.87,1.26->1.87,n't,[A [E such] [E a] [C column] [E [R of] [C water] ] ] [D would] [D n't] [F be] [D quite] [D so] [S high],negation,,,,[A][D][D][F][D][D][S],ADDDDS
905,1.9,1,D,1.6->1.9,FN,1.6,1.3->1.6,n't,"[A I] [D have] [D n't] [D [E the] [C foggiest] ] [P notion] [U ,] [G Professor Aronnax]",negation,,,,[A][D][D][D][P][U][G,ADDDP
905,1.91,1,D,1.92->1.91,FN,1.9,1.87->1.90,Without,[L Without] [H [D* Without] [A my] [P noticing] [A it] ],negation,,,,[D*][A][P][A],D*APA
905,1.114,1,D,1.111->1.114,FN,1.111,1.102->1.111,n't,[A you] [F are] [D n't] [P crushed] [A [R by] [E [E so] [C much] ] [C pressure] ],negation,,,,[A][F][D][P][A],ADPA
905,1.168,1,D,1.169->1.168,FN,1.102,1.99->1.102,without,"[L Without] [H [D* Without] [A your] [P noticing] [A it] ] [U .] [L And] [L if] [H [A you] [F are] [D n't] [P crushed] [A [R by] [E [E so] [C much] ] [C pressure] ] ] [U ,] [L it 's because] [H [A [E the] [C air] ] [P penetrates] [A [E [E the] [C interior] [R of] ] [E your] [C body] ] [D [R with] [E equal] [C pressure] ] ] [U .] [L When] [H [A [C [E the] [E inside] ... [C* pressures] ] [N and] [C [E* the] [E outside] [C pressures] ] ] [F are] [S [R in] ... [C balance] ] [D perfect] ] [U ,] [H [A they] [P neutralize] [D each other] ] [L and] [H [D allow] [A you] [F to] [P tolerate] [A them] ] [L without] [H [A* you] [D* without] [S discomfort] ] [U .] [L But] [H [A [R in] [E the] [C water] ] [F it] [S 's] [A [E another] [C story] ] ]",negation,,,,[A*][D*][S],A*D*S
905,1.215,1,D,1.213->1.215,FN,1.213,1.187->1.213,n't,[A* water] [F does] [D n't] [P penetrate] [A me],negation,,,,[A*][F][D][P][A],A*DPA
907,1.119,1,D,1.117->1.119,FN,1.117,1.109->1.117,not,[A* Canadian] [D still] [D not] [D willing] [F to] [P give in],negation,,,,[A*][D][D][D][F][P],A*DDDP
907,1.196,1,D,1.193->1.196,FN,1.193,1.190->1.193,n't,"[A they] [F do] [D n't] [S exist] [U ,] [G my stubborn harpooner]",negation,,,,[A][F][D][S][U][G,ADS
907,1.255,1,D,1.251->1.255,FN,1.251,1.246->1.251,n't,[A it] [D just] [D could] [D n't] [F be] [S true],negation,,,,[A][D][D][D][F][S],ADDDS
908,1.8,1,D,1.3->1.8,FN,1.3,1.1->1.3,nothing,"[A [E this] [C reply] ] [P proved] [D nothing] [U ,] [D other] [A [R than] [D how] [S bullheaded] [A [E the] [C harpooner] ] [D could] [F be] ]",negation,,,,[A][P][D][U][D][A],APDDA
908,1.62,1,D,1.59->1.62,FN,1.59,1.1->1.59,n't,[A I] [F do] [D n't] [P think] [A [A [A [E a] [C hole] [R 's] ] [S existence] ] [D can] [F be] [D [E more] [C emphatically] ] [P proven] ],negation,,,,[A][F][D][P][A],ADPA
908,1.85,1,D,1.80->1.85,FN,1.8,1.1->1.80,n't,[A [E this] [C hole] ] [F did] [D n't] [P make] [A itself],negation,,,,[A][F][D][P][A],ADPA
908,1.94,1,D,1.91->1.94,FN,1.91,1.1->1.91,n't,[A it] [F had] [D n't] [P resulted] [A [C [R from] [E underwater] [C rocks] ] [N or] [C [R* from] [E underwater] [C machines] ] ],negation,,,,[A][F][D][P][A],ADPA
968,1.21,1,D,1.18->1.21,FN,1.18,1.3->1.18,no,[A IMPLICIT] [R by] [D no] [P incident],negation,,,,[A][R][D][P],ADP
969,1.34,1,D,1.30->1.34,FN,1.3,1.27->1.30,n't,[R that] [A they] [F had] [D n't] [P seen] [A [E the] [C narwhale] ],negation,,,,[R][A][F][D][P][A],ADPA
969,1.137,1,D,1.121->1.137,FN,1.121,1.1->1.121,not,"[A [A IMPLICIT] [R with] [P [E a] ... [C shot] ] [D [C right] [U -] [N and] [U -] [C left] ] ] [U ,] [A he] [P harpooned] [D not] [A [E one] [C whale] ]",negation,,,,[A][U][A][P][D][A],AAPDA
970,1.22,1,D,1.2->1.22,FN,1.2,1.1->1.2,n't,[G Assuredly] ... [A I] [D would] [D n't] [P bet] [A [R on] [E the] [C monster] [U .] ],negation,,,,[G][A][D][D][P][A],ADDPA
972,1.45,1,D,1.40->1.45,FN,1.4,1.30->1.40,n't,[A [E the] [C monster] ] [D could] [D n't] [P negotiate] [A [E this] [C passageway] ],negation,,,,[A][D][D][P][A],ADDPA
975,1.33,1,D,1.11->1.33,FN,1.11,1.1->1.11,n't,[A [C Eyes] [N and] [C spyglasses] ] ... [F did] [D n't] [D remain] [S [R at] [C rest] ] [T [R for] [E an] [C instant] ],negation,,,,[A][F][D][D][S][T],ADDS
979,1.48,1,D,1.46->1.48,FN,1.46,1.1->1.46,no,[A IMPLICIT] [D no] [A whales] [F were] [P [R in] [C sight] ],negation,,,,[A][D][A][F][P],ADAP
980,1.42,1,D,1.40->1.42,FN,1.4,1.3->1.40,t,[D Can] [D 't] [A you] [P see] [A [A we] [F 're] [D just] [P wandering around] [D [R at] [C random] ] ],negation,,,,[D][D][A][P][A],DDAPA
980,1.157,1,D,1.153->1.157,FN,1.153,1.142->1.153,n't,[R that] [A nature] [F does] [D n't] [P violate] [A [E good] [C sense] ],negation,,,,[R][A][F][D][P][A],ADPA
980,1.167,1,D,1.164->1.167,FN,1.164,1.3->1.164,n't,[A she] [F would] [D n't] [P give] [A [E some] [E [D naturally] [S slow] [A* animal] ] [C animal] ] [A [E the] [C ability] [E [A* animal] [P [F to] [C move] ] [D swiftly] ] ],negation,,,,[A][F][D][P][A][A],ADPAA
980,1.187,1,D,1.184->1.187,FN,1.184,1.3->1.184,n't,[A it] [F had] [D n't] [S [E a] [C need] ] [A [A* it] [R to] [P use] [A [E that] [C talent] ] ],negation,,,,[A][F][D][S][A],ADSA
981,1.5,1,D,1.2->1.5,FN,1.2,1.1->1.2,no,[A I] [F had] [D no] [P reply] [A [R to] [C this] ],negation,,,,[A][F][D][P][A],ADPA
981,1.54,1,D,1.53->1.54,FN,1.53,1.1->1.53,not,"[D not] [A [E a] [C sailor] [E [R on] [C board] ] ] [D would] [F have] [P bet] [A [R against] [C [A [E the] [C narwhale] ] [P appearing] [U ,] [F and] [T soon] [U .] ] ]",negation,,,,[D][A][D][F][P][A],DADPA
982,1.124,1,D,1.123->1.124,FN,1.123,1.121->1.123,No,[D No] [P doubt] ... [A [A there] [F is] [D n't] [S enough] [A water] [A [R for] [C him] ] ],negation,,,,[D][P][A],DPA
982,1.138,1,D,1.135->1.138,FN,1.135,1.123->1.135,n't,[A there] [F is] [D n't] [S enough] [A water] [A [R for] [C him] ],negation,,,,[A][F][D][S][A][A],ADSAA
984,1.1,1,D,1.3->1.10,FN,1.3,1.1->1.3,n't,[A [E this] [C [A IMPLICIT] [P reaction] ] ] [F was] [D n't] [S long in coming],negation,,,,[A][F][D][S],ADS
984,1.101,1,D,1.98->1.101,FN,1.98,1.1->1.98,n't,[A it] [F did] [D n't] [D leave] [A [E a] [E single] [C point] ] [P unexplored] [A [R from] [C [E the] [C beaches] [E [R of] [C Japan] ] ] [R to] [C [E the] [C coasts] [E [R of] [C America] ] ] ],negation,,,,[A][F][D][D][A][P][A],ADDAPA
987,1.11,1,D,1.3->1.11,FN,1.3,1.1->1.3,n't,[A [A IMPLICIT] [P [E this] ... [C search] ] [D futile] ] [D could] [D n't] [P drag on] [T [E much] [C longer] ],negation,,,,[A][D][D][P][T],ADDP
987,1.34,1,D,1.32->1.34,FN,1.32,1.1->1.32,no,[A* Abraham Lincoln] [F had] [D no] [A reason] [F to] [P blame] [A itself],negation,,,,[A*][F][D][A][F][P][A],A*DAPA
987,1.63,1,D,1.60->1.63,FN,1.6,1.1->1.60,n't,[A they] [F were] [D n't] [S responsible] [A [R for] [E this] [C [A IMPLICIT] [P failure] ] ],negation,,,,[A][F][D][S][A],ADSA
988,1.3,1,D,1.25->1.30,FN,1.25,1.1->1.25,n't,[A [E His] [C sailors] ] [D could] [D n't] [P hide] [A [A* sailors] [S [E their] [C discontent] ] ],negation,,,,[A][D][D][P][A],ADDPA
988,1.117,1,D,1.112->1.117,FN,1.112,1.1->1.112,n't,[A [E the] [C monster] ] [F had] [D n't] [P appeared],negation,,,,[A][F][D][P],ADP
989,1.94,1,D,1.89->1.94,FN,1.89,1.1->1.89,no,[A [E the] [C latter] ] [F had] [D no] [D acceptable] [P excuse] [A [A* latter] [R for] [P ignoring] [A [P [E this] [C Summons] ] [A [A IMPLICIT] [A* latter] [P [F to] [C Appear] [U !] ] ] ] ],negation,,,,[A][F][D][D][P][A],ADDPA
990,1.115,1,D,1.113->1.115,FN,1.113,1.1->1.113,n't,[A* longboats] [F did] [D n't] [D leave] [A [E a] [E single] [C point] [E [R of] [E the] [C sea] ] ] [P unexplored],negation,,,,[A*][F][D][D][A][P],A*DDAP
996,1.44,1,D,1.42->1.44,FN,1.42,1.3->1.42,none,"[A* I] [F been] [D none] [S [E the] [C poorer] [U .] [U ""] ]",negation,,,,[A*][F][D][S],A*DS
997,1.28,1,D,1.277->1.280,FN,1.277,1.257->1.277,n't,"[A one] [D must] [D n't] [P lay ... open to-] [A himself] ... [U ""]",negation,,,,[A][D][D][P][A][U,ADDPA
998,1.5,1,D,1.2->1.5,FN,1.2,1.1->1.2,n't,[A Conseil] [F did] [D n't] [S have] [A time] [A [A* Conseil] [R to] [P complete] [A [E the] [C compliment] ] ],negation,,,,[A][F][D][S][A][A],ADSAA
48,1.54,2,D,1.50->1.54,FN,1.5,1.1->1.50,[E no] [C longer],[T now] [A it] [F was] [D [E no] [C longer] ] [S [E an] [C issue] ] [A [R of] [A [E a] [E scientific] [C problem] ] [F to] [F be] [P solved] ],"negation,aspectual",,,,[T][A][F][D][S][A],ADSA
976,1.56,2,D,1.52->1.56,FN,1.52,1.1->1.52,[E no] [C longer],"[D come rain or come shine] [U ,] [A I] [D [E no] [C longer] ] [P left] [A [E [E the] [C ship] [R 's] ] [C deck] ]","negation,aspectual",,,,[D][U][A][D][P][A],DADPA
316,1.104,3,D,1.103->1.104,FN,1.103,1.98->1.103,nothing more than,[A* Farragut] [D nothing more than] [F to] [P go forth] [U .],"negation,comparative",,,,[A*][D][F][P][U,A*DP
814,1.21,2,D,1.19->1.21,FN,1.19,1.1->1.19,no more,[A I] [D no more] [P dreamed] [A [C [A* I] [R of] [P chasing] [A [E the] [C unicorn] ] ] [N than] [C [A* I] [R of] [P trying] [A [R for] [E the] [E Northwest] [C Passage] ] ] ],"negation,comparative",,,,[A][D][P][A],ADPA
815,1.3,2,D,1.27->1.30,FN,1.27,1.1->1.27,nothing more,"[A I] [P wanted] [D nothing more] [F than] [A [A* I] [F to] [P see] [A [C [E my] [C country] ] ... [C [E my] [C friends] ] [U ,] [C [E my] [E modest] [C quarters] [E [R by] [E the] [E Botanical] [C Gardens] ] ] [U ,] [C [E my] [E dearly] [E beloved] [C collections] ] ] [D again] [U ,] ]","negation,comparative",,,,[A][P][D][F][A],APDA
316,1.13,2,D,1.12->1.13,FN,1.12,1.1->1.12,[C Not] [E even],[D [C Not] [E even] ] [A [A IMPLICIT] [P [E a] ... [C breather] ] [T [E 24] [U -] [C hour] ] ] [F was] [P granted] [A [R to] [E Commander] [C Farragut] ],"negation,degree",,,,[D][A][F][P][A],DAPA
908,1.28,2,D,1.21->1.28,FN,1.21,1.1->1.21,[E no] [C further],[T [E That] [C day] ] [A I] [P pressed] [A him] [D [E no] [C further] ],"negation,degree",,,,[T][A][P][A][D],APAD
50,1.138,1,D,1.135->1.138,FN,1.135,1.1->1.135,unable,[A* [F Had] [A it] [P run afoul] [A [C [R of] [E an] [E underwater] [C rock] ] [N or] [C [R* of] [E the] [C wreckage] [E [R of] [E some] [E enormous] [E derelict] [C ship] ] ] ] ] [A They] [F were] [D unable] [F to] [P say],"negation,description",,,,[A*[F][A][P][A]][A][F][D][F][P],A*APAADP
310,1.265,1,D,1.263->1.265,FN,1.263,1.262->1.263,never,[A* sea] [R that] [D never] [P changes],"negation,frequency",,,,[A*][R][D][P],A*DP
976,1.258,1,D,1.250->1.258,FN,1.25,1.248->1.250,stop,[A [E [C master] [R 's] ] [C eyes] ] [F would] [D kindly] [D stop] [P bulging],"negation,support",,,,[A][F][D][D][P],ADDP
,,,,,,,,,,,,,,,
53,1.83,1,D,1.72->1.83,FN,1.72,1.1->1.72,"2,000","[T [R In] [E twenty ... six] [U -] ... [C years] ] [A [E Cunard] [C ships] ] [F have] [D made] [D 2,000] [D Atlantic] [P crossings]",quantity,,,,[T][A][F][D][D][D][P],ADDDP
59,1.74,1,D,1.68->1.74,FN,1.68,1.1->1.68,half,[A [E its] [E paddle] [C wheels] ] [D half] [P swamped] ... [A* Scotia],quantity,,,,[A][D][P][A*,ADPA*
290,1.6,1,D,1.4->1.6,FN,1.4,1.3->1.4,two,[D only] [D two] [D possible] [P solutions] [A [R to] [E the] [C question] ],quantity,,,,[D][D][D][P][A],DDDPA
823,1.6,1,D,1.3->1.6,FN,1.3,1.1->1.3,one,[A Conseil] [F had] [D one] [S flaw],quantity,,,,[A][F][D][S],ADS
883,1.38,1,D,1.31->1.38,FN,1.31,1.1->1.31,fivescore,"[A [E Our] [C frigate] ] [D would] [F have] [F had] [D fivescore] [D good] [S reasons] [A [R for] [P renaming] [A itself] [A [E the] [C Argus] ] [U ,] [A [R after] [E that] [E mythological] [C beast] [E [R with] [E 100] [C eyes] ] ] ]",quantity,,,,[A][D][F][F][D][D][S][A],ADDDSA
883,1.62,1,D,1.59->1.62,FN,1.59,1.1->1.59,lone,"[S [E The] ... [C rebel] ] [D lone] ... [A [R among] [C us] ] [F was] [A [C Conseil] [U ,] [E [H [A* Conseil] [R who] [G seemed] [D utterly] [S uninterested] [A [R in] [E the] [C question] [E [A* question] [P exciting] [A us] ] ] ] [L and] [H [A* Conseil] [F was] [S out of step] [A [R with] [E the] [E general] [C enthusiasm] [E [R on] [C board] [U .] ] ] ] ] ]",quantity,,,,[S][D][A][F][A],SDAA
969,1.143,1,D,1.142->1.143,FN,1.142,1.1->1.142,two,[A* he] [P* harpooned] [A* whale] [D two],quantity,,,,[A*][P*][A*][D],A*P*A*D
988,1.125,1,D,1.99->1.125,FN,1.99,1.1->1.99,three,[A [A IMPLICIT] [R After] [P [E this] ... [C delay] ] [T [E three] [U -] [C day] ] ] ... [A [E our] [C helmsman] ] [D would] [D give] [D three] [P turns] [A [R of] [E the] [C wheel] ],quantity,,,,[A][A][D][D][D][P][A],AADDDPA
310,1.176,1,D,1.173->1.176,FN,1.173,1.1->1.173,Why,[S IMPLICIT] [A IMPLICIT] [D Why] [D not],reason,,,,[S][A][D][D],SADD
880,1.104,3,D,1.85->1.104,FN,1.85,1.1->1.85,"[C [E [C out] [R of] ] [C faith] ] [U ,] [C [E not] [C reason] ]","[A [E certain] [E pious] [C women] ] [P believe] [A [R in] [E the] [C leviathan] [E [R from] [E the] [C Book] [E [R of] [C Job] ] ] ] [U -] [D [C [E [C out] [R of] ] [C faith] ] [U ,] [C [E not] [C reason] ] ]",reason,,,,[A][P][A][U][D],APAD
900,1.51,4,D,1.42->1.51,FN,1.42,1.1->1.42,[R with] [E a] [C conviction] [E [A* conviction] [P backed] [A [R by] [E factual] [C logic] ] ],"[A [D Yes] [U ,] [G Ned] ... [A I] [P believe] [A [R in] [S [E the] [C existence] ] [A [R of] [E a] [C mammal] [E [C [A* mammal] [R with] [S [E a] ... [C constitution] ] [D powerful] ] [U ,] [C [A* mammal] [P belonging] [A [R to] [E [E the] ... [C branch] ] [C vertebrate] ] [A [R like] [C [C [E baleen] [C whales] ] [U ,] [C [E sperm] [C whales] ] [U ,] [N or] [C dolphins] ] ] ] [U ,] [N and] [C [A* mammal] [P armed] [A [R with] [E a] [C tusk] [E [A* tusk] [P made] [A [R of] [C horn] ] ] [E [A* tusk] [R that] [F has] [D tremendous] [D penetrating] [S power] [U .] [U ""] ] ] ] ] ] ] ] [U ,] [A I] [P repeat] [A it] [D [R with] [E a] [C conviction] [E [A* conviction] [P backed] [A [R by] [E factual] [C logic] ] ] ] [U .]",reason,,,,[A][U][A][P][A][D][U,AAPAD
47,1.22,1,D,1.12->1.22,FN,1.12,1.1->1.12,took,"[D [R With] [E inexhaustible] [C zest] ] [U ,] [A [E the] [E popular] [C press] ] [D took] [P potshots] [A [C [R at] [E feature] [C articles] [E [R from] [C the Geographic Institute] [R of] [E Brazil] ] [U ,] [E [R* from] [C the Royal Academy of Science] [R in] [E Berlin] ] [U ,] [E the British Association] [U ,] [E [R* from] [C the Smithsonian Institution] [R in] [E Washington ... D.C] [U ,] ] ] [U .] [U ,] [C [R at] [C discussions] [E [R in] [C The Indian Archipelago] ] [U ,] [E [R in] [C Cosmos] [E [A* Cosmos] [P published] [A [R by] [C Father Moigno] ] ] ] [U ,] [E [R in] [C Petermann 's Mittheilungen,2] ] ] [N and] [C [R at] [E scientific] [C chronicles] [E [R in] [E the] [E great] [E [C French] [N and] [C foreign] ] [C newspapers] ] ] ]",support,,,,[D][U][A][D][P][A],DADPA
53,1.82,1,D,1.72->1.82,FN,1.72,1.1->1.72,made,"[T [R In] [E twenty ... six] [U -] ... [C years] ] [A [E Cunard] [C ships] ] [F have] [D made] [D 2,000] [D Atlantic] [P crossings]",support,,,,[T][A][F][D][D][D][P],ADDDP
55,1.33,1,D,1.2->1.33,FN,1.2,1.1->1.2,occurred,"[T [R At] [C 4 ... 17] [U :] ... [E [R in] [E the] [C afternoon] ] ] [U ,] [A [R during] [P [E a] [E high] [C tea] ] [A [R for] [C passengers] [E [A* passengers] [P gathered] [A [R in] [E the] [E main] [C lounge] ] ] ] ] [U ,] [P [E a] [C collision] ] [D occurred]",support,,,,[T][U][A][U][P][D],APD
60,1.7,1,D,1.2->1.7,FN,1.2,1.1->1.2,proceeded,"[A [E The] [C engineers] ] ... [D proceeded] [F to] [P inspect] [A [E the] [C Scotia] [U ,] [E [A* Scotia] [R which] [F had] [F been] [P put] [A [R in] [E dry] [C dock] ] ] ]",support,,,,[A][D][F][P][A],ADPA
62,1.35,1,D,1.23->1.35,FN,1.23,1.1->1.23,become,"[G thanks to it] [U ,] [A [A IMPLICIT] [P travel] [A [R between] [E the] [E various] [C continents] ] ] [F had] [D become] [D [C more] [N and] [C more] ] [S dangerous]",support,,,,[G][U][A][F][D][D][S],ADDS
295,1.33,1,D,1.27->1.33,FN,1.27,1.1->1.27,got,[A [E the] [E human] [C imagination] ] [T soon] [D got] [P caught up] [A [R in] [E the] [E most] [E ridiculous] [E ichthyological] [C fantasies] [U .] ],support,,,,[A][T][D][P][A],ADPA
304,1.2,1,D,1.7->1.20,FN,1.7,1.6->1.7,reaches,"[A [C [E The] [E common] [C narwhale] ] [U ,] [N or] [C [E* The] [E sea] [C unicorn] ] ] [U ,] [D often] [D reaches] [S [E a] [C length] ] [A [R of] [E sixty] [C feet] ]",support,,,,[A][U][D][D][S][A],ADDSA
307,1.12,1,D,1.10->1.12,FN,1.1,1.5->1.10,becomes,[A information] [D becomes] [D more] [S abundant],support,,,,[A][D][D][S],ADDS
309,1.49,1,D,1.47->1.49,FN,1.47,1.44->1.47,do,[A they] [D do] [P laugh],support,,,,[A][D][P],ADP
